time,speed,nfbVD-N1-S-88.060-M-LOOP,nfbVD-N1-S-90.000-M-LOOP,nfbVD-N1-S-91-I-WS-1-竹北,nfbVD-N1-S-91-I-WS-2-竹北,nfbVD-N1-S-91-O-NE-2-竹北,nfbVD-N1-S-91-O-NW-1-竹北,nfbVD-N1-S-91.180-N-LOOP,nfbVD-N1-S-91.825-M-RS,shoulder
08:00:00,24.0,395,195,40,20,12,29,364,395,120
08:05:00,20.75,370,154,41,34,11,24,343,373,113
08:10:00,21.0,391,163,52,43,7,19,376,415,113
08:15:00,18.0,367,138,46,37,6,14,358,396,112
08:20:00,24.75,428,138,56,35,9,31,356,398,127
08:25:00,18.75,391,153,56,45,9,31,356,405,116
08:30:00,19.75,397,136,43,37,10,26,372,403,115
08:35:00,22.5,396,152,43,30,16,28,368,409,117
08:40:00,19.75,399,138,70,46,7,20,374,421,115
08:45:00,21.25,403,148,42,36,9,33,346,388,119
08:50:00,21.75,410,141,40,33,12,30,364,412,118
08:55:00,16.5,360,160,53,35,11,25,367,393,112
09:00:00,19.75,384,138,59,35,19,39,344,372,127
09:05:00,29.0,439,162,43,28,7,28,296,335,126
09:10:00,17.75,379,152,36,34,11,25,312,342,106
09:15:00,14.5,326,163,61,32,15,29,278,324,103
09:20:00,17.25,339,198,58,40,9,30,298,377,113
09:25:00,14.5,337,152,65,43,16,43,390,449,101
09:30:00,13.75,317,117,70,51,13,29,389,426,106
09:35:00,24.75,436,115,56,33,11,44,395,437,142
09:40:00,20.5,410,92,75,57,16,30,367,418,123
09:45:00,29.0,411,104,81,49,17,35,362,418,118
09:50:00,28.5,410,120,63,46,15,30,352,398,118
09:55:00,25.5,397,106,74,51,13,26,326,378,126
10:00:00,22.25,403,111,66,44,18,31,340,418,119
10:05:00,19.75,367,94,88,61,15,37,368,416,108
10:10:00,30.0,354,107,59,35,20,43,377,433,86
10:15:00,30.75,413,92,77,51,9,36,337,366,128
10:20:00,32.0,416,108,61,29,14,24,299,383,115
10:25:00,47.25,380,107,60,39,17,47,354,405,73
10:30:00,21.5,383,111,72,49,26,52,358,408,110
10:35:00,24.5,387,97,63,34,25,56,366,426,107
10:40:00,33.25,449,173,49,26,20,56,360,400,124
10:45:00,33.25,413,121,67,46,18,61,367,430,112
10:50:00,46.0,369,90,72,49,21,45,371,439,64
10:55:00,80.0,349,132,68,31,30,65,352,404,22
11:00:00,100.25,347,95,43,26,30,64,364,392,14
11:05:00,103.75,286,101,52,38,21,62,369,431,12
11:10:00,99.5,343,123,54,33,13,31,363,374,16
11:15:00,102.25,316,79,55,31,19,44,300,345,16
11:20:00,100.75,319,110,54,25,7,27,300,329,6
11:25:00,99.25,309,86,45,23,20,40,271,277,14
11:30:00,99.75,335,129,58,45,10,42,298,325,21
11:35:00,100.25,347,107,45,38,12,37,281,316,15
11:40:00,101.0,314,169,63,30,19,38,306,327,9
11:45:00,100.25,336,118,42,27,16,47,272,289,12
11:50:00,101.0,285,120,85,66,8,37,276,351,6
11:55:00,99.0,357,115,104,80,18,32,278,328,21
12:00:00,98.0,391,137,134,87,22,51,322,414,23
12:05:00,100.75,344,150,90,59,14,44,314,377,16
12:10:00,95.5,358,189,87,42,21,49,302,366,17
12:15:00,96.0,421,342,92,41,18,46,373,407,37
12:20:00,95.25,484,380,104,49,20,50,376,436,57
12:25:00,95.25,442,294,98,53,30,67,388,470,29
12:30:00,99.0,408,233,105,56,23,56,393,450,25
12:35:00,99.25,390,385,105,68,20,54,333,428,31
12:40:00,96.0,445,387,103,61,24,63,362,413,25
12:45:00,96.5,384,315,98,60,16,49,358,430,21
12:50:00,98.25,410,343,127,95,17,49,346,437,27
12:55:00,98.25,418,286,112,70,14,46,372,462,35
13:00:00,97.75,412,229,104,73,21,46,362,441,16
13:05:00,96.75,441,279,86,74,14,56,366,401,25
13:10:00,93.5,459,267,104,61,24,43,377,461,47
13:15:00,90.0,515,499,102,69,28,80,432,476,53
13:20:00,91.75,523,443,114,66,25,67,417,478,63
13:25:00,88.25,509,395,115,72,32,86,356,482,56
13:30:00,89.25,498,350,89,64,36,83,372,433,63
13:35:00,70.0,397,267,87,64,26,74,378,441,66
13:40:00,75.5,424,209,80,44,19,54,395,433,91
13:45:00,76.75,478,311,81,48,23,63,377,440,99
13:50:00,78.0,533,413,83,53,28,73,359,447,107
13:55:00,54.5,480,291,86,47,32,74,375,438,124
14:00:00,46.0,465,488,75,52,26,75,382,457,117
14:05:00,43.75,452,375,88,54,27,67,355,425,123
14:10:00,43.25,461,318,89,59,26,71,372,447,138
14:15:00,34.75,430,312,85,46,27,63,368,458,118
14:20:00,41.0,461,201,88,52,20,68,362,452,124
14:25:00,31.75,445,298,87,52,19,61,376,444,144
14:30:00,33.5,456,289,80,40,20,72,355,421,143
14:35:00,33.75,458,253,80,39,17,71,380,458,130
14:40:00,24.75,405,176,77,39,30,72,364,435,131
14:45:00,32.75,466,159,77,42,37,76,358,434,140
14:50:00,28.25,455,214,87,41,25,70,376,441,117
14:55:00,31.75,415,230,82,59,32,69,339,421,120
15:00:00,37.0,453,198,87,56,29,72,329,406,132
15:05:00,28.5,450,196,95,64,24,70,339,443,142
15:10:00,17.75,355,215,86,61,20,53,363,395,109
15:15:00,27.5,409,227,84,47,30,62,375,434,119
15:20:00,33.25,436,234,75,39,32,63,344,427,138
15:25:00,34.5,468,216,83,43,25,71,338,423,137
15:30:00,26.5,387,214,83,52,25,76,347,420,127
15:35:00,28.25,435,211,81,50,26,70,329,427,139
15:40:00,26.0,377,229,83,43,35,77,338,405,94
15:45:00,28.75,421,203,82,52,28,63,360,444,125
15:50:00,30.0,425,212,83,53,29,67,367,449,124
15:55:00,31.25,429,222,84,54,30,72,374,455,124
16:00:00,26.5,410,244,86,59,25,70,385,439,138
16:05:00,31.25,449,238,83,57,15,82,337,420,124
16:10:00,32.0,453,300,79,47,23,76,386,446,119
16:15:00,33.25,432,231,78,50,36,80,346,427,121
16:20:00,34.5,449,272,91,58,32,97,350,441,129
16:25:00,34.25,423,254,87,51,30,74,379,447,103
16:30:00,58.75,357,255,85,55,32,87,376,444,36
16:35:00,98.5,306,286,76,49,22,74,372,430,7
16:40:00,95.75,316,322,101,52,41,71,352,449,10
16:45:00,100.25,330,267,85,66,16,60,323,414,20
16:50:00,99.0,347,242,91,55,20,52,287,344,23
16:55:00,100.25,381,250,92,58,22,45,296,366,30
17:00:00,97.0,405,263,74,59,25,62,356,389,42
17:05:00,97.75,393,215,99,66,18,68,326,422,27
17:10:00,95.75,462,182,99,62,31,68,353,402,45
17:15:00,96.5,450,161,90,56,26,73,368,439,39
17:20:00,95.25,455,190,99,62,27,81,375,430,39
17:25:00,92.75,483,152,111,71,34,83,390,487,52
17:30:00,89.25,521,157,82,47,32,74,404,470,70
17:35:00,91.5,472,132,90,51,31,77,393,466,47
17:40:00,93.75,423,108,98,56,31,80,382,462,25
17:45:00,93.25,444,104,80,63,35,79,341,415,43
17:50:00,93.25,425,95,93,56,20,88,360,440,42
17:55:00,89.75,428,101,84,46,45,90,335,382,41
18:00:00,89.5,402,103,83,57,25,61,327,405,29
18:05:00,87.5,396,122,84,60,22,82,333,401,30
18:10:00,89.0,381,116,95,54,37,60,327,379,23
18:15:00,86.75,392,104,76,58,30,79,295,371,32
18:20:00,87.75,391,98,75,54,21,76,332,394,22
18:25:00,82.75,379,91,103,63,32,63,328,387,23
18:30:00,84.0,399,133,72,64,28,75,312,387,36
18:35:00,89.75,360,123,72,48,29,76,312,384,18
18:40:00,85.0,435,117,90,69,36,84,317,355,45
18:45:00,85.25,412,237,70,49,36,85,313,376,25
18:50:00,91.75,308,205,69,44,21,43,323,380,8
18:55:00,86.25,373,201,82,58,24,74,259,316,28
19:00:00,87.25,380,146,77,58,28,81,324,371,14
19:05:00,87.67,320,183,78,44,20,61,313,361,0
19:10:00,82.67,349,260,67,43,21,53,241,280,0
19:15:00,85.67,342,337,69,50,25,69,270,325,0
19:20:00,89.25,343,272,62,38,27,69,286,329,1
19:25:00,86.0,339,385,56,39,19,67,281,329,0
19:30:00,87.33,328,448,59,42,22,61,301,320,0
19:35:00,87.0,373,335,54,39,26,54,271,308,0
19:40:00,87.67,294,279,67,45,22,56,276,326,0
19:45:00,87.67,319,263,78,56,21,57,278,342,0
19:50:00,85.0,320,224,63,47,33,70,240,285,0
19:55:00,89.67,313,199,64,45,18,56,253,333,0
20:00:00,87.0,349,254,71,43,18,41,261,299,0
20:05:00,85.0,317,252,50,29,15,45,301,331,0
20:10:00,91.67,294,250,86,58,24,62,281,352,0
20:15:00,88.0,341,230,63,43,25,62,249,283,0
20:20:00,88.33,289,242,58,42,30,68,263,323,0
20:25:00,83.67,380,229,57,45,32,73,237,259,0
20:30:00,88.0,275,237,54,34,31,62,267,344,0
20:35:00,91.33,301,227,57,38,22,57,246,275,0
20:40:00,89.67,292,214,53,39,30,66,239,273,0
20:45:00,87.67,337,220,62,39,29,64,245,289,0
20:50:00,85.33,313,225,56,45,29,52,255,290,0
20:55:00,88.0,317,241,44,33,49,87,257,290,0
21:00:00,89.33,316,222,64,47,31,64,225,298,0
21:05:00,89.33,315,256,59,34,35,90,258,296,0
21:10:00,88.67,312,218,47,40,24,59,235,266,0
21:15:00,83.33,373,241,47,36,33,64,258,279,0
21:20:00,89.0,307,286,51,30,37,75,275,314,0
21:25:00,89.0,321,241,39,20,35,86,260,285,0
21:30:00,87.67,306,219,47,33,31,57,229,277,0
21:35:00,87.67,308,221,42,32,29,66,249,270,0
21:40:00,89.33,338,259,60,34,41,77,265,292,0
21:45:00,88.67,330,228,49,41,40,72,251,300,0
21:50:00,89.67,282,229,57,42,29,65,244,282,0
21:55:00,86.67,325,245,34,23,42,85,231,251,0
22:00:00,88.0,325,220,52,39,29,69,234,274,0
22:05:00,88.67,331,229,47,30,33,71,253,288,0
22:10:00,88.67,314,258,44,29,40,81,255,288,0
22:15:00,90.0,315,219,38,29,33,66,234,260,0
22:20:00,87.33,314,225,59,24,32,70,240,268,0
22:25:00,92.0,281,194,21,14,36,81,224,257,0
22:30:00,86.67,321,217,30,30,24,70,244,244,0
22:35:00,92.0,281,203,38,20,38,76,225,250,0
22:40:00,91.33,296,203,31,25,28,63,201,227,0
22:45:00,91.66,286,214,33,21,30,66,222,238,0
22:50:00,92.0,277,225,35,18,33,70,243,250,0
22:55:00,91.0,268,211,24,25,31,64,204,235,0
23:00:00,93.67,278,209,22,16,26,63,214,226,0
23:05:00,94.0,218,210,37,28,24,49,193,202,0
23:10:00,92.0,252,193,41,30,34,51,188,204,0
23:15:00,94.33,224,175,35,21,23,53,173,207,0
23:20:00,94.0,211,167,36,22,24,49,193,215,0
23:25:00,97.67,195,149,17,13,17,43,160,177,0
23:30:00,81.5,179,144,19,14,15,32,147,156,1
23:35:00,90.33,172,119,28,19,16,39,127,155,0
23:40:00,90.0,217,157,23,17,15,39,156,154,0
23:45:00,101.25,158,140,23,10,16,38,160,177,1
23:50:00,94.33,159,78,15,4,11,32,118,127,0
23:55:00,97.67,156,136,12,10,10,24,140,152,0
