time,speed,nfbVD-N1-S-88.060-M-LOOP,nfbVD-N1-S-90.000-M-LOOP,nfbVD-N1-S-91-I-WS-1-竹北,nfbVD-N1-S-91-I-WS-2-竹北,nfbVD-N1-S-91-O-NE-2-竹北,nfbVD-N1-S-91-O-NW-1-竹北,nfbVD-N1-S-91.180-N-LOOP,nfbVD-N1-S-91.825-M-RS,shoulder
08:40:00,27.25,401,409,54,40,9,25,387,430,117
08:45:00,22.5,401,431,60,36,10,28,389,441,122
08:50:00,21.5,391,429,48,35,8,32,359,413,120
08:55:00,27.25,435,383,66,45,11,30,349,382,127
09:00:00,20.75,374,404,80,56,14,41,360,414,111
09:05:00,21.25,372,398,61,43,6,31,341,417,108
09:10:00,23.0,398,402,71,47,14,40,336,404,115
09:15:00,18.5,386,363,76,55,11,21,363,429,112
09:20:00,17.75,361,437,78,54,5,31,348,406,108
09:25:00,20.75,400,375,80,57,15,35,337,424,115
09:30:00,18.5,365,410,75,52,20,35,357,420,103
09:35:00,21.0,384,419,67,44,12,34,349,416,110
09:40:00,21.75,385,389,61,45,10,25,347,391,111
09:45:00,22.25,367,387,64,35,13,39,328,392,112
09:50:00,21.25,379,393,66,45,13,38,362,417,108
09:55:00,20.0,389,417,72,46,10,28,355,424,112
10:00:00,21.5,387,386,69,43,18,42,360,439,111
10:05:00,21.5,406,426,73,50,7,38,340,413,126
10:10:00,23.0,374,376,66,38,6,24,347,408,112
10:15:00,20.5,399,376,67,42,10,27,333,396,109
10:20:00,18.25,374,392,75,54,10,34,332,393,104
10:25:00,15.5,329,378,79,50,17,37,335,369,104
10:30:00,20.75,387,386,68,48,9,33,361,438,109
10:35:00,20.25,374,443,74,51,19,36,339,396,105
10:40:00,22.5,425,368,66,44,20,47,312,396,126
10:45:00,19.5,365,369,70,44,16,37,349,413,108
10:50:00,18.75,372,399,62,35,16,40,363,423,105
10:55:00,20.25,378,438,56,37,19,36,342,393,110
11:00:00,20.5,397,381,64,45,16,37,327,403,116
11:05:00,22.25,390,354,62,39,13,41,356,401,112
11:10:00,14.75,340,421,63,44,12,49,365,413,102
11:15:00,21.5,405,453,66,42,23,53,350,403,117
11:20:00,31.75,427,399,65,38,16,44,324,379,119
11:25:00,28.5,408,397,58,35,16,47,378,427,116
11:30:00,18.0,378,456,58,39,9,49,372,427,108
11:35:00,19.5,393,445,53,30,14,50,345,404,108
11:40:00,30.25,464,418,45,27,22,49,378,425,131
11:45:00,29.0,427,467,46,28,23,67,383,422,120
11:50:00,23.75,427,427,58,38,19,47,378,412,120
11:55:00,28.5,431,452,78,57,21,61,396,457,127
12:00:00,29.25,430,521,84,69,27,75,387,448,120
12:05:00,33.25,456,452,90,43,22,62,379,447,127
12:10:00,36.75,481,480,84,38,23,62,397,461,140
12:15:00,39.0,464,464,81,46,27,73,367,435,130
12:20:00,30.25,461,419,79,41,19,54,349,446,127
12:25:00,29.5,411,445,78,40,25,59,389,443,123
12:30:00,25.5,410,443,81,47,28,66,363,447,121
12:35:00,29.0,465,439,87,56,22,52,368,440,140
12:40:00,24.0,409,505,84,61,20,62,391,454,123
12:45:00,26.5,410,479,80,54,22,62,356,414,124
12:50:00,37.0,481,409,84,50,26,68,335,424,131
12:55:00,26.0,413,434,95,67,27,64,361,443,123
13:00:00,23.0,414,426,83,53,23,69,370,428,119
13:05:00,24.25,426,470,90,62,28,65,348,436,120
13:10:00,28.75,433,439,83,46,23,57,336,409,131
13:15:00,24.5,439,423,80,57,35,73,380,469,128
13:20:00,20.5,382,471,92,59,25,69,382,464,110
13:25:00,29.5,456,469,93,62,33,66,381,464,128
13:30:00,29.0,458,459,87,57,27,62,408,484,141
13:35:00,28.5,462,499,100,72,30,67,385,465,128
13:40:00,23.0,445,484,84,53,25,69,364,432,128
13:45:00,28.0,454,431,90,52,24,62,370,454,119
13:50:00,25.75,417,476,85,48,26,70,363,457,116
13:55:00,32.0,464,434,74,47,29,65,374,444,130
14:00:00,30.75,441,487,74,45,33,79,394,448,125
14:05:00,29.75,461,490,86,46,38,88,391,472,132
14:10:00,38.0,426,517,84,60,26,75,397,473,127
14:15:00,36.0,472,473,87,50,29,65,404,465,131
14:20:00,45.5,493,525,85,47,26,74,371,454,136
14:25:00,42.5,514,458,90,59,23,71,406,431,150
14:30:00,25.0,415,524,90,51,29,75,412,467,126
14:35:00,37.5,493,516,83,48,40,95,382,462,124
14:40:00,35.75,458,483,84,46,30,82,399,461,133
14:45:00,52.25,463,484,85,50,37,85,380,471,99
14:50:00,80.75,389,494,85,39,33,81,393,455,34
14:55:00,96.75,391,486,89,44,30,73,384,453,23
15:00:00,93.25,377,477,90,59,24,67,419,498,13
15:05:00,95.75,372,347,87,56,22,49,376,475,17
15:10:00,96.75,378,412,95,62,17,53,334,418,27
15:15:00,97.0,357,329,107,78,24,51,293,386,26
15:20:00,93.0,397,328,77,54,28,75,282,343,33
15:25:00,95.0,421,480,86,51,26,74,383,439,29
15:30:00,96.75,345,336,79,58,24,59,307,371,13
15:35:00,94.75,371,373,85,60,28,64,309,363,19
15:40:00,96.5,404,432,72,46,23,64,313,368,19
15:45:00,98.5,373,398,72,51,25,53,329,393,18
15:50:00,98.5,333,335,71,38,20,61,305,344,8
15:55:00,96.0,381,344,74,47,24,57,297,329,25
16:00:00,96.75,398,396,63,38,23,68,325,388,14
16:05:00,96.25,361,387,84,60,22,62,332,374,17
16:10:00,94.0,392,405,72,44,37,69,312,380,26
16:15:00,95.0,407,414,100,61,22,58,350,405,29
16:20:00,96.5,386,425,65,45,25,61,314,377,23
16:25:00,98.25,344,329,87,52,31,62,322,382,21
16:30:00,95.0,396,360,53,40,14,61,306,337,22
16:35:00,97.75,384,398,62,38,27,56,321,361,21
16:40:00,97.75,383,423,81,43,28,65,341,391,24
16:45:00,97.5,371,380,103,54,27,62,281,364,23
16:50:00,97.0,367,346,65,48,29,65,301,367,24
16:55:00,97.5,377,336,73,44,31,71,302,371,24
17:00:00,96.5,352,380,71,43,26,70,326,355,18
17:05:00,97.25,357,345,78,56,38,72,292,344,15
17:10:00,97.5,376,345,84,41,32,71,299,365,16
17:15:00,95.0,366,352,93,57,20,84,273,316,27
17:20:00,95.75,407,380,97,67,37,59,332,423,26
17:25:00,97.5,362,392,74,39,35,68,307,354,25
17:30:00,96.75,336,354,76,46,23,72,298,364,17
17:35:00,92.75,382,400,73,55,36,86,286,323,20
17:40:00,97.25,375,345,69,36,49,80,287,365,16
17:45:00,96.75,328,359,54,27,26,79,248,278,18
17:50:00,98.25,312,342,70,53,38,87,275,339,15
17:55:00,95.0,359,328,74,40,42,70,245,300,18
18:00:00,92.75,358,374,78,53,24,78,276,319,19
18:05:00,92.5,318,356,57,42,28,76,268,325,10
18:10:00,89.75,320,327,67,36,33,70,265,314,19
18:15:00,93.0,322,294,62,35,27,83,241,288,15
18:20:00,93.25,291,289,66,37,31,53,238,300,9
18:25:00,90.25,313,305,77,45,26,66,261,298,15
18:30:00,92.5,296,277,75,66,24,77,227,284,8
18:35:00,92.75,257,262,65,40,22,47,215,261,4
18:40:00,94.75,284,245,75,44,23,57,208,271,11
18:45:00,94.5,303,288,45,38,33,81,232,262,10
18:50:00,95.75,332,323,80,56,24,68,252,305,9
18:55:00,99.5,263,270,73,45,26,54,217,283,6
19:00:00,97.0,295,311,65,47,23,76,230,276,1
19:05:00,90.0,282,275,62,44,26,54,234,283,0
19:10:00,93.67,254,268,75,61,14,54,213,270,0
19:15:00,90.0,283,280,67,46,15,59,186,244,0
19:20:00,92.33,266,253,75,48,17,48,241,292,0
19:25:00,93.33,326,328,54,33,25,72,256,304,0
19:30:00,91.33,256,258,64,48,23,63,188,247,0
19:35:00,91.67,271,276,54,37,26,62,213,240,0
19:40:00,100.0,309,301,62,42,29,82,208,260,1
19:45:00,91.33,295,295,69,52,25,55,212,318,0
19:50:00,93.33,268,300,64,53,31,59,235,282,0
19:55:00,93.0,256,244,72,54,26,57,208,265,0
20:00:00,91.33,320,316,71,45,32,87,232,292,0
20:05:00,89.67,303,302,66,49,36,76,228,294,0
20:10:00,91.67,286,279,62,42,26,49,208,250,0
20:15:00,94.0,297,305,61,37,28,64,259,317,0
20:20:00,92.33,288,300,54,34,22,58,220,251,0
20:25:00,93.67,279,266,58,39,27,66,233,276,0
20:30:00,93.0,265,270,78,55,21,60,203,272,0
20:35:00,91.33,320,292,67,46,25,62,232,282,0
20:40:00,92.67,296,319,67,40,39,75,262,303,0
20:45:00,90.67,299,245,57,37,20,59,184,248,0
20:50:00,92.67,299,334,48,38,42,76,254,285,0
20:55:00,96.67,241,255,43,27,30,67,208,248,0
21:00:00,91.67,305,276,55,43,39,73,179,218,0
21:05:00,94.33,270,304,52,33,30,60,250,290,0
21:10:00,91.33,264,272,58,40,25,52,191,235,0
21:15:00,93.0,281,291,46,30,28,69,222,261,0
21:20:00,95.33,258,264,40,23,37,63,219,249,0
21:25:00,93.0,246,251,35,26,32,72,180,207,1
21:30:00,92.67,278,252,52,44,29,61,180,218,0
21:35:00,94.0,286,273,42,29,35,62,232,263,0
21:40:00,93.33,272,295,50,29,31,83,190,236,0
21:45:00,94.67,231,240,46,32,34,60,212,247,0
21:50:00,94.0,251,235,38,28,23,61,161,194,0
21:55:00,94.0,217,237,37,20,25,55,171,199,0
22:00:00,94.67,240,223,34,25,25,52,191,212,0
22:05:00,96.0,201,243,35,25,27,48,202,218,0
22:10:00,94.0,248,263,43,34,27,62,187,225,0
22:15:00,94.33,218,225,27,18,35,49,169,193,0
22:20:00,95.0,198,190,33,31,14,41,174,184,0
22:25:00,95.33,235,227,34,21,19,48,154,174,0
22:30:00,95.67,262,260,39,28,29,59,188,211,0
22:35:00,97.67,219,230,35,17,25,53,206,204,0
22:40:00,95.0,216,203,31,24,25,33,175,191,0
22:45:00,94.0,245,235,26,13,22,47,170,194,0
22:50:00,99.33,179,191,21,16,25,48,174,184,0
22:55:00,98.0,185,196,22,16,25,50,139,148,0
23:00:00,95.0,166,166,21,12,23,35,136,152,0
23:05:00,98.0,175,164,18,15,6,32,131,149,0
23:10:00,98.33,189,190,16,7,18,31,145,156,0
23:15:00,97.33,166,167,19,10,9,36,150,164,0
23:20:00,97.33,171,181,23,9,14,40,144,144,0
23:25:00,98.67,142,144,13,8,12,24,118,136,0
23:30:00,102.0,135,135,18,15,13,30,115,126,0
23:35:00,99.67,164,146,8,8,11,24,121,117,0
23:40:00,101.33,136,148,18,9,10,35,111,130,0
23:45:00,103.33,109,115,18,6,22,30,100,123,0
23:50:00,100.33,162,155,7,3,11,35,103,97,0
23:55:00,100.33,129,138,15,11,16,29,105,121,0
