time,speed,nfbVD-N1-S-88.060-M-LOOP,nfbVD-N1-S-90.000-M-LOOP,nfbVD-N1-S-91-I-WS-1-竹北,nfbVD-N1-S-91-I-WS-2-竹北,nfbVD-N1-S-91-O-NE-2-竹北,nfbVD-N1-S-91-O-NW-1-竹北,nfbVD-N1-S-91.180-N-LOOP,nfbVD-N1-S-91.825-M-RS,shoulder
10:40:00,30.5,443,370,56,42,12,37,349,431,126
10:45:00,16.0,335,405,63,39,8,28,337,349,95
10:50:00,20.5,376,375,79,52,14,35,333,411,110
10:55:00,24.75,401,372,58,31,15,35,331,388,112
11:00:00,18.0,313,394,65,43,17,38,312,394,87
11:05:00,27.25,413,376,72,44,12,34,356,418,116
11:10:00,17.0,349,403,42,28,13,27,362,394,104
11:15:00,19.75,385,397,67,48,11,29,361,425,115
11:20:00,18.5,374,418,61,33,20,37,350,399,115
11:25:00,27.0,436,430,56,34,17,49,358,420,131
11:30:00,19.0,370,412,54,38,12,35,365,396,107
11:35:00,23.75,411,424,55,40,20,56,348,393,116
11:40:00,30.5,433,420,59,37,21,43,373,421,125
11:45:00,20.75,381,475,55,34,16,51,367,421,110
11:50:00,23.5,403,410,51,33,11,35,392,413,125
11:55:00,28.75,429,455,90,60,17,45,376,425,124
12:00:00,27.5,435,404,96,63,20,44,307,382,119
12:05:00,28.0,413,386,97,73,15,48,348,456,115
12:10:00,26.0,401,409,97,68,14,46,356,448,115
12:15:00,24.0,389,432,98,63,14,44,364,441,116
12:20:00,27.25,386,386,105,72,21,56,337,432,118
12:25:00,34.75,437,409,106,63,22,64,306,398,136
12:30:00,25.75,383,431,100,64,28,77,311,408,128
12:35:00,31.0,415,403,97,60,29,65,350,435,131
12:40:00,20.25,346,461,93,56,29,72,325,427,116
12:45:00,26.25,398,400,90,60,23,53,342,411,118
12:50:00,28.5,387,428,90,65,16,58,374,440,118
12:55:00,34.5,449,467,92,63,24,57,365,447,133
13:00:00,22.5,401,433,91,54,26,52,328,406,113
13:05:00,30.0,407,407,98,63,19,52,339,432,126
13:10:00,30.5,423,408,88,62,28,61,352,443,131
13:15:00,28.5,411,427,106,76,24,60,376,440,130
13:20:00,21.25,374,429,101,66,25,50,325,436,105
13:25:00,26.75,461,399,97,59,24,58,350,436,129
13:30:00,19.0,385,439,89,62,24,55,358,437,116
13:35:00,27.75,428,451,97,78,21,60,342,429,123
13:40:00,22.0,416,404,100,57,21,53,348,478,119
13:45:00,21.25,406,445,85,52,29,65,319,408,128
13:50:00,19.25,340,395,96,64,31,62,339,420,101
13:55:00,33.0,423,445,99,67,29,67,349,412,122
14:00:00,22.75,417,428,101,63,23,65,361,429,131
14:05:00,27.75,426,442,99,61,26,67,321,409,127
14:10:00,26.75,432,406,100,63,32,66,336,430,130
14:15:00,16.25,358,411,106,70,24,57,313,405,99
14:20:00,24.0,406,401,82,59,21,53,294,380,132
14:25:00,20.5,373,396,104,68,25,65,363,433,111
14:30:00,21.25,383,423,98,66,29,59,291,397,113
14:35:00,29.25,430,382,99,58,24,51,334,432,129
14:40:00,17.75,353,407,81,53,17,58,319,406,109
14:45:00,25.25,414,378,90,50,16,49,342,430,120
14:50:00,20.25,367,447,92,45,36,69,369,465,118
14:55:00,25.25,431,479,92,69,30,61,354,436,133
15:00:00,24.0,417,428,81,48,29,53,344,419,131
15:05:00,28.5,446,414,86,63,32,62,381,453,131
15:10:00,21.25,399,485,93,51,21,55,344,408,121
15:15:00,31.25,445,383,84,55,22,50,326,438,133
15:20:00,20.5,400,451,92,57,33,90,378,433,113
15:25:00,18.25,402,488,80,62,26,74,349,417,113
15:30:00,31.5,480,445,74,45,35,80,358,447,133
15:35:00,39.5,446,459,83,47,36,76,382,463,118
15:40:00,48.75,386,502,83,44,30,83,399,461,68
15:45:00,61.25,416,479,90,63,30,57,363,426,47
15:50:00,41.25,398,455,77,46,29,79,357,433,130
15:55:00,42.75,324,445,83,51,36,72,351,435,114
16:00:00,46.25,277,228,71,46,19,45,325,386,103
16:05:00,50.0,461,442,63,41,15,48,341,390,111
16:10:00,60.5,523,526,86,45,32,65,341,414,139
16:15:00,63.75,532,476,66,49,19,58,355,442,129
16:20:00,62.75,504,485,67,48,30,73,359,407,110
16:25:00,39.0,486,454,78,34,30,58,381,426,127
16:30:00,28.75,420,459,84,58,22,58,395,461,127
16:35:00,35.25,486,512,84,48,24,77,386,468,136
16:40:00,25.0,429,469,80,39,36,100,357,441,126
16:45:00,39.75,461,508,85,58,32,88,362,433,129
16:50:00,38.75,429,469,100,50,36,86,326,401,105
16:55:00,55.25,417,412,78,40,46,90,351,441,83
17:00:00,74.0,388,466,66,41,32,79,345,422,34
17:05:00,79.0,399,469,86,44,35,82,360,426,44
17:10:00,94.75,383,493,100,55,47,94,376,438,48
17:15:00,94.5,441,513,80,49,26,79,353,442,46
17:20:00,95.5,350,446,88,45,32,85,366,461,33
17:25:00,95.0,390,416,71,40,31,74,372,419,41
17:30:00,95.25,369,375,57,31,27,67,310,374,37
17:35:00,96.5,347,390,63,50,31,74,282,336,25
17:40:00,91.0,416,445,64,34,41,87,298,353,42
17:45:00,96.75,346,344,60,47,23,78,307,333,19
17:50:00,93.5,368,323,78,50,25,64,283,354,21
17:55:00,94.25,352,371,73,43,34,69,283,334,17
18:00:00,95.25,361,391,75,41,23,76,300,358,26
18:05:00,96.75,359,392,60,41,38,70,306,352,21
18:10:00,93.75,309,325,69,38,14,63,249,316,7
18:15:00,91.75,366,360,65,46,26,66,269,272,25
18:20:00,89.0,348,320,74,48,29,77,284,339,25
18:25:00,86.75,372,316,70,41,32,61,265,318,14
18:30:00,92.25,344,359,72,55,32,70,331,378,18
18:35:00,91.0,327,347,65,48,25,55,264,337,16
18:40:00,89.25,364,339,89,61,21,50,272,333,19
18:45:00,90.5,324,371,72,40,23,71,324,371,23
18:50:00,92.25,345,383,67,40,25,80,262,301,16
18:55:00,95.5,244,237,84,63,17,41,213,301,2
19:00:00,94.33,223,250,65,41,18,40,210,263,0
19:05:00,90.0,275,257,72,57,12,46,212,250,0
19:10:00,92.67,277,295,69,43,19,49,236,300,0
19:15:00,91.67,277,276,49,30,22,50,222,247,0
19:20:00,90.0,285,253,60,36,21,59,189,264,0
19:25:00,93.0,244,269,63,36,19,45,203,272,0
19:30:00,90.33,281,271,61,51,20,47,233,265,0
19:35:00,87.67,314,292,71,48,17,55,225,282,0
19:40:00,88.67,349,357,68,45,25,71,294,328,0
19:45:00,81.33,387,357,69,52,26,73,287,350,0
19:50:00,84.0,392,376,69,44,29,70,292,332,0
19:55:00,64.67,407,344,45,41,18,66,285,336,0
20:00:00,35.0,339,338,69,40,18,47,285,340,0
20:05:00,42.5,365,354,56,45,32,56,313,338,1
20:10:00,33.33,355,345,73,40,27,59,289,369,0
20:15:00,42.75,347,351,50,36,19,54,286,328,1
20:20:00,29.67,333,348,89,57,18,57,288,350,0
20:25:00,57.0,374,367,47,34,25,74,295,336,1
20:30:00,35.67,364,345,70,45,23,59,290,345,0
20:35:00,39.25,333,341,52,43,28,66,282,327,1
20:40:00,40.0,332,333,64,39,26,54,293,337,2
20:45:00,31.0,336,332,60,40,19,53,270,312,1
20:50:00,35.33,362,360,59,43,22,65,302,326,0
20:55:00,42.5,336,335,51,27,27,74,273,328,2
21:00:00,41.25,358,344,41,27,37,71,281,308,4
21:05:00,36.67,348,355,45,33,30,59,296,322,0
21:10:00,54.67,375,347,57,39,22,60,294,343,0
21:15:00,59.67,307,343,48,29,26,67,270,307,0
21:20:00,90.33,307,346,65,41,32,77,287,317,0
21:25:00,90.67,347,359,43,31,27,64,287,308,0
21:30:00,89.33,322,362,45,35,23,59,311,335,0
21:35:00,91.0,294,271,54,33,17,54,211,276,0
21:40:00,91.33,315,330,39,28,26,54,297,296,0
21:45:00,89.67,378,357,31,21,28,70,271,276,0
21:50:00,90.0,345,352,32,19,30,66,296,325,0
21:55:00,91.67,313,300,29,23,29,65,257,268,0
22:00:00,95.67,267,279,53,33,29,44,220,276,0
22:05:00,90.0,338,334,34,24,20,51,237,266,0
22:10:00,92.0,328,331,45,30,34,54,311,339,0
22:15:00,93.33,275,280,39,28,23,50,210,234,0
22:20:00,94.33,274,255,17,14,20,35,228,260,0
22:25:00,93.33,260,272,25,18,21,44,240,214,0
22:30:00,94.67,306,304,33,20,16,50,247,260,0
22:35:00,96.33,251,236,23,18,19,32,208,231,0
22:40:00,98.0,266,282,27,17,17,42,236,241,2
22:45:00,95.33,227,203,17,15,14,43,171,189,0
22:50:00,95.33,253,261,29,16,18,40,209,211,0
22:55:00,99.5,269,261,23,14,14,37,232,246,1
23:00:00,99.0,237,238,21,15,21,48,208,210,0
23:05:00,99.0,229,224,32,21,9,26,185,213,0
23:10:00,97.33,248,238,17,16,21,43,201,189,0
23:15:00,96.67,220,219,19,10,19,36,203,200,0
23:20:00,95.33,277,290,17,10,13,47,226,214,0
23:25:00,96.33,271,251,22,14,20,34,213,223,0
23:30:00,97.0,260,275,19,14,17,42,236,234,0
23:35:00,99.0,268,259,21,11,14,34,243,249,0
23:40:00,98.33,261,268,22,11,19,40,232,238,0
23:45:00,99.67,207,210,14,12,13,26,187,205,0
23:50:00,98.33,228,227,31,18,13,37,174,199,0
23:55:00,97.33,195,195,18,7,15,29,189,198,0
