time,speed,nfbVD-N1-S-88.060-M-LOOP,nfbVD-N1-S-90.000-M-LOOP,nfbVD-N1-S-91-I-WS-1-竹北,nfbVD-N1-S-91-I-WS-2-竹北,nfbVD-N1-S-91-O-NE-2-竹北,nfbVD-N1-S-91-O-NW-1-竹北,nfbVD-N1-S-91.180-N-LOOP,nfbVD-N1-S-91.825-M-RS,shoulder
10:40:00,89.75,529,539,93,58,26,74,413,482,51
10:45:00,94.0,481,531,91,51,32,63,416,492,40
10:50:00,94.5,497,509,90,59,36,74,451,515,48
10:55:00,96.75,468,530,102,73,22,60,430,494,42
11:00:00,93.25,479,503,88,56,28,69,368,443,47
11:05:00,97.0,421,472,88,57,21,57,438,493,27
11:10:00,94.25,517,515,99,71,19,64,395,490,41
11:15:00,96.5,459,484,112,79,34,72,377,455,39
11:20:00,94.25,473,498,100,58,34,86,387,470,36
11:25:00,99.75,400,402,97,76,25,66,383,430,32
11:30:00,95.5,437,451,79,58,25,53,321,369,33
11:35:00,97.25,456,481,83,56,31,86,276,375,28
11:40:00,95.0,470,466,79,46,40,93,307,357,34
11:45:00,95.0,469,412,85,48,33,90,308,452,34
11:50:00,98.25,410,509,89,59,33,89,413,483,32
11:55:00,97.75,409,509,88,48,33,80,417,457,27
12:00:00,98.75,382,439,76,45,25,70,388,458,14
12:05:00,98.5,403,401,84,59,18,55,384,459,27
12:10:00,97.25,459,501,95,60,30,63,371,461,45
12:15:00,94.75,422,443,79,49,25,67,350,416,45
12:20:00,99.5,395,383,87,52,20,70,352,408,20
12:25:00,101.25,400,415,91,61,18,62,321,394,20
12:30:00,102.0,393,389,93,60,28,70,342,400,19
12:35:00,100.0,381,359,104,65,20,58,327,408,18
12:40:00,99.75,372,365,79,51,16,50,298,363,22
12:45:00,99.75,392,436,83,52,27,72,298,385,22
12:50:00,96.75,413,379,93,64,23,61,337,406,19
12:55:00,99.5,395,452,87,65,24,76,355,399,23
13:00:00,97.0,404,396,95,60,31,60,320,407,12
13:05:00,95.75,451,477,96,70,20,51,378,424,38
13:10:00,97.0,389,414,91,55,31,63,357,430,20
13:15:00,97.75,399,409,101,71,23,53,347,421,15
13:20:00,101.75,397,427,87,53,25,68,351,429,16
13:25:00,102.75,378,362,88,52,23,42,324,389,15
13:30:00,100.0,400,392,96,64,16,51,356,414,14
13:35:00,100.5,397,371,90,58,17,44,337,398,18
13:40:00,98.0,392,404,88,54,21,58,358,455,17
13:45:00,96.0,467,461,103,69,25,71,371,424,35
13:50:00,98.5,436,453,105,67,26,60,373,458,29
13:55:00,97.25,448,440,112,74,22,63,363,423,26
14:00:00,98.5,376,440,95,61,21,62,348,428,23
14:05:00,96.5,460,449,93,61,34,72,370,438,38
14:10:00,95.25,438,456,111,74,27,59,367,436,31
14:15:00,99.75,414,403,123,80,26,58,378,474,16
14:20:00,96.5,410,394,100,59,21,57,363,440,24
14:25:00,95.5,468,474,105,70,25,58,384,425,28
14:30:00,98.25,426,457,98,66,22,58,375,424,33
14:35:00,95.5,491,450,97,60,23,68,414,467,40
14:40:00,95.75,429,452,108,66,24,58,385,508,24
14:45:00,97.75,465,506,119,80,23,61,405,467,46
14:50:00,97.0,436,404,114,62,32,68,376,473,27
14:55:00,95.75,441,437,102,61,24,59,367,408,25
15:00:00,98.0,395,417,84,53,22,64,372,459,16
15:05:00,94.75,449,394,94,62,19,47,355,438,14
15:10:00,93.0,469,503,94,59,31,71,392,428,33
15:15:00,93.25,475,505,109,71,28,80,401,484,35
15:20:00,94.75,497,530,84,55,25,78,441,473,39
15:25:00,95.75,439,427,97,52,28,68,384,462,27
15:30:00,96.25,467,489,81,51,25,65,373,451,25
15:35:00,92.75,514,548,94,57,30,78,429,479,57
15:40:00,97.25,447,490,95,54,23,68,372,478,35
15:45:00,97.0,397,408,108,66,25,79,349,438,29
15:50:00,96.5,460,418,87,54,27,76,352,417,43
15:55:00,98.0,437,400,80,55,32,84,370,398,37
16:00:00,96.75,437,485,98,62,27,69,367,455,22
16:05:00,95.75,446,460,58,35,31,70,366,390,39
16:10:00,97.0,429,485,78,50,33,80,377,418,30
16:15:00,95.0,447,478,116,76,20,65,395,459,27
16:20:00,95.0,464,485,84,49,35,77,357,438,37
16:25:00,96.5,445,467,111,66,33,70,370,440,28
16:30:00,98.0,415,393,90,55,33,82,333,401,21
16:35:00,97.75,432,468,88,59,31,77,373,456,35
16:40:00,96.25,432,447,75,40,30,66,360,405,36
16:45:00,97.75,388,432,84,55,18,69,336,392,22
16:50:00,97.75,409,430,80,58,27,60,331,375,28
16:55:00,98.75,367,348,83,51,26,58,313,406,14
17:00:00,98.75,364,359,75,40,32,71,312,382,22
17:05:00,97.5,408,365,63,48,31,66,315,347,26
17:10:00,101.25,360,354,79,40,25,63,325,396,27
17:15:00,97.25,401,360,80,59,27,69,322,363,44
17:20:00,98.5,373,366,81,53,32,58,322,412,16
17:25:00,97.25,407,420,81,51,19,65,319,382,33
17:30:00,97.25,351,329,70,41,33,77,286,332,16
17:35:00,97.25,374,382,78,49,30,71,308,364,34
17:40:00,96.25,358,385,82,51,30,69,292,360,20
17:45:00,94.25,320,298,54,35,44,80,275,334,21
17:50:00,93.75,365,319,58,42,32,70,262,298,12
17:55:00,95.75,331,349,64,44,37,61,301,371,12
18:00:00,92.0,323,306,54,32,22,49,237,270,11
18:05:00,86.75,365,348,54,46,22,77,271,302,16
18:10:00,92.5,325,315,96,54,20,71,282,373,14
18:15:00,91.75,349,364,72,54,28,66,268,308,20
18:20:00,92.5,297,306,71,61,22,53,246,311,13
18:25:00,95.75,296,338,70,38,36,67,249,304,11
18:30:00,89.75,339,296,69,50,23,62,223,280,15
18:35:00,91.0,347,331,48,39,28,72,295,310,16
18:40:00,93.25,313,381,84,57,29,79,276,345,8
18:45:00,94.25,282,263,66,47,27,64,213,268,10
18:50:00,93.5,316,297,89,66,26,57,259,317,7
18:55:00,96.0,304,301,66,40,26,71,243,305,4
19:00:00,90.75,314,300,101,66,27,68,246,319,3
19:05:00,90.33,328,334,75,46,16,61,271,336,0
19:10:00,89.0,337,340,54,39,26,55,272,303,0
19:15:00,92.33,268,245,53,36,25,57,224,287,0
19:20:00,88.33,339,341,57,45,25,65,269,317,0
19:25:00,91.67,281,302,61,44,18,66,236,285,0
19:30:00,92.33,306,298,56,37,24,57,228,261,0
19:35:00,88.67,336,320,64,45,23,53,262,311,0
19:40:00,89.33,357,356,64,43,37,97,254,319,0
19:45:00,90.33,328,341,64,46,38,76,272,309,0
19:50:00,92.0,286,294,77,61,21,56,246,317,0
19:55:00,89.0,336,325,75,48,36,68,248,310,0
20:00:00,86.33,373,330,62,41,25,74,259,317,0
20:05:00,93.0,286,335,58,38,26,70,285,333,0
20:10:00,93.67,289,286,61,45,21,43,219,274,0
20:15:00,92.33,255,252,82,51,16,45,246,307,0
20:20:00,91.67,338,326,74,47,27,64,250,330,0
20:25:00,95.0,291,297,61,37,24,57,237,267,0
20:30:00,91.33,288,279,50,41,28,53,234,276,0
20:35:00,91.67,293,313,65,39,23,63,243,275,0
20:40:00,94.33,295,285,60,50,29,70,230,290,0
20:45:00,90.33,286,273,58,45,29,59,227,267,0
20:50:00,93.33,317,329,72,55,24,55,223,273,0
20:55:00,94.33,290,301,62,43,35,75,233,291,0
21:00:00,95.0,258,251,57,36,17,52,210,267,0
21:05:00,91.67,280,261,41,30,20,39,233,252,0
21:10:00,96.33,295,324,64,40,36,66,248,296,0
21:15:00,93.33,310,307,45,33,29,67,232,265,0
21:20:00,91.0,321,301,54,34,30,55,248,281,0
21:25:00,91.67,319,312,47,35,32,65,275,315,0
21:30:00,95.0,315,315,77,50,39,62,241,307,0
21:35:00,92.33,259,275,36,28,28,58,226,253,0
21:40:00,87.0,379,361,58,47,37,68,267,282,0
21:45:00,94.67,274,308,37,22,37,72,254,314,0
21:50:00,95.67,258,234,51,39,22,47,199,237,0
21:55:00,95.33,263,285,35,28,21,46,230,246,0
22:00:00,93.33,286,284,46,34,32,68,218,245,0
22:05:00,92.67,276,265,37,19,24,48,225,275,0
22:10:00,94.67,283,287,41,26,26,65,215,223,0
22:15:00,95.33,264,252,38,21,24,52,198,216,0
22:20:00,96.0,251,264,18,16,24,61,230,247,0
22:25:00,93.67,249,244,38,23,21,44,187,209,0
22:30:00,95.33,248,257,37,27,25,58,211,222,0
22:35:00,96.0,239,236,27,20,17,42,178,196,0
22:40:00,93.33,271,250,42,30,23,54,197,214,0
22:45:00,96.67,233,244,46,28,19,40,224,274,0
22:50:00,95.67,212,222,33,23,14,37,171,194,0
22:55:00,95.33,267,251,25,17,21,54,214,214,0
23:00:00,97.33,249,261,28,19,22,49,206,246,0
23:05:00,98.0,225,226,17,15,13,36,184,184,0
23:10:00,99.0,206,207,14,11,16,46,179,180,0
23:15:00,97.33,218,203,19,10,15,34,166,183,0
23:20:00,99.67,197,196,27,16,15,36,166,186,0
23:25:00,96.67,235,216,19,13,10,23,187,195,0
23:30:00,94.67,231,231,22,18,6,33,208,216,0
23:35:00,96.67,193,216,28,20,15,36,148,199,0
23:40:00,97.33,189,186,25,14,13,35,152,175,0
23:45:00,102.33,189,201,16,9,14,32,166,164,0
23:50:00,102.33,206,194,18,11,10,27,164,167,0
23:55:00,99.0,193,183,9,5,8,26,160,182,0
