time,speed,nfbVD-N1-S-88.060-M-LOOP,nfbVD-N1-S-90.000-M-LOOP,nfbVD-N1-S-91-I-WS-1-竹北,nfbVD-N1-S-91-I-WS-2-竹北,nfbVD-N1-S-91-O-NE-2-竹北,nfbVD-N1-S-91-O-NW-1-竹北,nfbVD-N1-S-91.180-N-LOOP,nfbVD-N1-S-91.825-M-RS,shoulder
02:35:00,94.33,213,213,16,14,2,8,213,229,0
02:40:00,93.0,219,223,14,9,2,6,231,221,0
02:45:00,93.67,225,214,9,5,3,15,198,175,0
02:50:00,93.67,217,216,12,7,3,5,195,221,0
02:55:00,95.67,221,221,8,6,4,10,223,220,0
03:00:00,96.0,240,234,9,8,1,7,227,216,0
03:05:00,93.33,196,194,11,11,0,7,191,185,0
03:10:00,95.33,190,203,15,11,4,14,188,191,0
03:15:00,95.0,233,223,9,6,4,10,199,186,0
03:20:00,93.67,217,226,15,12,3,8,227,235,0
03:25:00,95.0,221,211,7,8,2,7,217,203,0
03:30:00,96.67,233,238,22,16,1,10,215,230,0
03:35:00,94.33,240,232,6,6,1,4,218,209,0
03:40:00,95.0,283,261,15,9,3,9,242,247,0
03:45:00,95.67,216,239,16,16,4,5,256,252,0
03:50:00,97.5,285,261,12,8,3,11,239,239,1
03:55:00,93.0,260,255,6,5,0,9,239,218,0
04:00:00,93.67,271,256,27,15,4,11,286,288,0
04:05:00,92.0,299,272,19,13,1,8,250,235,0
04:10:00,89.0,338,366,24,19,7,13,328,314,0
04:15:00,94.33,301,286,22,18,1,7,303,328,0
04:20:00,93.0,317,297,20,16,3,13,295,292,0
04:25:00,88.33,355,328,24,13,3,12,296,287,0
04:30:00,88.33,388,365,23,14,7,12,364,361,0
04:35:00,91.67,346,341,19,13,4,15,320,326,0
04:40:00,89.33,396,379,34,24,7,9,366,372,0
04:45:00,90.0,361,386,27,17,5,12,399,394,0
04:50:00,86.67,416,377,24,13,2,12,346,374,0
04:55:00,86.33,395,421,16,13,3,15,414,394,0
05:00:00,81.0,466,408,28,20,5,15,387,399,1
05:05:00,75.33,411,408,34,17,5,12,389,398,0
05:10:00,61.33,445,410,29,15,5,8,399,415,0
05:15:00,46.0,404,399,28,21,6,18,387,380,0
05:20:00,40.0,394,393,33,16,2,13,349,392,0
05:25:00,62.5,357,400,23,16,5,12,404,409,1
05:30:00,89.0,332,406,28,17,4,14,395,409,0
05:35:00,91.67,315,319,33,21,5,9,314,351,0
05:40:00,87.33,321,311,39,32,2,10,289,310,0
05:45:00,65.0,430,378,33,25,8,18,335,345,0
05:50:00,65.0,422,396,19,17,5,15,389,413,3
05:55:00,54.0,418,388,36,13,4,8,383,380,2
06:00:00,42.0,399,393,34,24,6,10,370,386,27
06:05:00,38.25,469,467,36,24,5,9,413,418,102
06:10:00,41.5,500,487,39,32,8,11,449,472,125
06:15:00,39.0,524,498,55,35,8,13,381,433,159
06:20:00,34.5,513,455,47,34,9,23,370,408,146
06:25:00,29.0,471,467,56,30,11,28,391,441,140
06:30:00,22.75,438,462,47,26,8,22,377,408,125
06:35:00,25.25,446,444,58,41,8,20,375,420,132
06:40:00,17.5,383,470,64,36,28,39,361,415,114
06:45:00,19.5,411,425,54,47,6,16,358,421,121
06:50:00,18.0,411,461,55,42,18,31,366,424,117
06:55:00,19.5,388,431,60,32,14,29,369,407,109
07:00:00,20.5,422,468,47,37,8,31,334,409,127
07:05:00,18.0,386,418,43,28,8,23,376,408,108
07:10:00,19.75,377,455,41,29,13,26,357,397,111
07:15:00,18.0,396,435,47,36,13,26,375,425,115
07:20:00,17.5,400,462,44,28,20,35,356,385,117
07:25:00,18.25,404,456,56,33,10,25,368,426,119
07:30:00,18.0,389,447,48,27,15,29,374,416,111
07:35:00,21.5,436,443,50,38,11,23,345,398,129
07:40:00,20.0,403,464,50,32,16,29,365,423,118
07:45:00,19.5,395,439,54,28,11,35,361,419,121
07:50:00,21.25,372,446,60,35,21,31,372,399,116
07:55:00,21.0,399,440,37,27,15,24,322,404,121
08:00:00,19.25,396,425,59,34,15,33,385,411,117
08:05:00,17.5,341,442,65,43,17,30,384,406,103
08:10:00,22.5,379,414,43,34,8,19,362,424,115
08:15:00,23.5,378,490,68,43,11,21,352,418,127
08:20:00,18.25,388,448,60,43,11,26,365,428,112
08:25:00,16.25,368,499,45,33,15,32,363,388,109
08:30:00,24.75,458,422,48,30,14,28,354,412,134
08:35:00,31.25,443,463,61,33,22,32,398,429,130
08:40:00,32.25,433,456,49,40,28,41,365,430,126
08:45:00,29.25,422,415,56,34,14,33,390,407,115
08:50:00,26.25,383,418,61,36,17,33,356,415,124
08:55:00,19.0,372,410,45,37,13,33,350,407,126
09:00:00,18.0,359,398,58,39,9,28,357,418,110
09:05:00,21.5,382,392,50,35,12,33,342,388,115
09:10:00,19.5,357,373,57,38,14,27,315,366,111
09:15:00,29.5,411,481,65,51,23,41,391,394,123
09:20:00,30.5,389,503,72,42,15,51,408,453,133
09:25:00,36.0,489,475,75,48,16,35,402,438,141
09:30:00,47.25,463,445,69,42,23,40,362,418,127
09:35:00,41.75,429,416,75,50,20,38,385,442,120
09:40:00,28.0,377,441,58,38,21,46,358,421,120
09:45:00,32.75,469,444,81,45,16,36,353,418,142
09:50:00,26.25,420,422,73,45,20,47,356,420,131
09:55:00,19.75,411,427,73,47,24,53,350,395,161
10:00:00,28.0,391,409,66,49,17,46,362,440,122
10:05:00,24.25,380,435,62,38,17,43,385,445,109
10:10:00,44.25,384,447,70,50,19,51,343,398,45
10:15:00,44.25,382,390,69,39,20,46,329,385,15
10:20:00,43.5,389,365,75,47,20,39,345,410,5
10:25:00,38.5,408,415,55,30,19,51,347,400,94
10:30:00,38.5,454,440,66,42,24,55,355,419,142
10:35:00,47.0,470,416,75,51,19,48,359,433,138
10:40:00,32.0,429,426,76,52,24,53,347,420,127
10:45:00,35.5,450,423,65,43,20,39,349,435,119
10:50:00,28.5,396,386,62,24,19,41,349,382,124
10:55:00,23.25,393,387,67,47,12,28,337,411,131
11:00:00,25.0,416,392,69,41,18,44,346,402,129
11:05:00,20.0,371,433,79,47,25,49,329,376,119
11:10:00,30.5,436,410,64,56,21,59,293,396,128
11:15:00,24.0,368,391,78,50,24,47,345,376,127
11:20:00,22.5,361,371,70,42,20,56,337,409,106
11:25:00,19.25,384,411,71,43,27,50,365,460,115
11:30:00,22.75,419,453,66,40,16,45,386,418,131
11:35:00,26.25,447,463,68,43,20,62,344,420,136
11:40:00,25.25,466,387,57,35,16,43,356,402,143
11:45:00,23.5,415,417,74,55,25,66,374,439,128
11:50:00,22.5,385,435,52,33,20,43,362,437,117
11:55:00,28.25,437,439,68,45,16,50,392,441,140
12:00:00,31.5,426,447,63,43,18,51,351,401,117
12:05:00,30.5,475,388,77,46,26,56,380,403,147
12:10:00,21.25,364,406,60,39,12,47,366,424,107
12:15:00,20.5,374,410,53,32,16,43,382,416,119
12:20:00,28.25,417,422,67,41,20,48,355,421,127
12:25:00,20.5,420,445,52,38,22,46,369,425,125
12:30:00,20.0,373,521,63,47,23,70,391,403,111
12:35:00,34.5,510,439,46,33,24,61,335,403,145
12:40:00,25.0,462,450,55,34,26,67,393,422,119
12:45:00,47.5,467,436,67,42,19,59,384,441,140
12:50:00,40.0,438,466,62,38,17,54,371,413,112
12:55:00,47.25,396,422,66,46,22,50,332,397,87
13:00:00,65.25,372,386,73,42,18,48,362,411,38
13:05:00,73.75,372,387,64,46,18,49,321,391,25
13:10:00,98.0,354,371,63,37,19,62,363,401,9
13:15:00,88.5,412,472,54,36,19,47,368,404,31
13:20:00,102.25,327,390,63,52,17,43,338,419,4
13:25:00,98.75,431,419,49,32,14,47,384,419,27
13:30:00,96.25,418,413,60,41,17,56,386,434,13
13:35:00,97.75,409,445,60,37,25,61,393,413,23
13:40:00,99.75,367,415,66,44,15,54,379,455,11
13:45:00,96.5,406,393,59,37,8,42,393,443,16
13:50:00,102.25,390,387,73,48,11,34,338,398,11
13:55:00,96.25,416,396,79,59,13,27,381,437,18
14:00:00,97.25,457,415,76,53,21,51,392,492,23
14:05:00,93.0,439,451,79,53,16,44,407,444,24
14:10:00,96.5,436,437,78,49,19,41,405,487,23
14:15:00,98.75,435,441,61,41,16,39,402,435,17
14:20:00,95.75,407,405,81,44,10,24,367,410,19
14:25:00,93.75,511,488,54,36,11,55,421,433,37
14:30:00,96.5,490,507,77,52,23,53,467,504,25
14:35:00,98.0,447,456,67,47,10,35,421,480,21
14:40:00,93.5,425,393,72,40,14,37,343,431,18
14:45:00,96.25,423,435,75,45,22,47,413,452,23
14:50:00,93.75,517,503,63,37,15,44,426,455,33
14:55:00,96.0,499,526,80,55,20,47,466,499,40
15:00:00,92.75,440,439,83,48,33,70,397,481,21
15:05:00,94.25,450,431,65,44,19,44,393,436,28
15:10:00,97.25,437,401,80,47,21,50,373,416,25
15:15:00,95.75,443,486,70,44,25,63,412,442,21
15:20:00,98.0,467,443,73,52,14,53,386,416,32
15:25:00,96.5,459,474,62,41,15,51,411,455,20
15:30:00,98.75,424,416,58,36,32,60,389,416,23
15:35:00,96.5,447,459,67,37,19,60,369,407,23
15:40:00,95.25,493,473,55,36,13,61,414,433,35
15:45:00,96.25,435,442,63,44,23,57,378,408,21
15:50:00,101.5,394,415,72,48,26,58,396,429,14
15:55:00,100.25,443,448,62,41,18,45,394,425,29
16:00:00,98.0,398,387,56,41,21,49,364,397,19
16:05:00,97.5,410,413,59,43,27,62,332,334,19
16:10:00,99.75,359,366,65,54,23,55,328,362,13
16:15:00,97.75,375,404,72,45,26,49,326,379,14
16:20:00,102.5,360,367,70,45,20,45,330,383,15
16:25:00,99.25,382,366,56,42,22,48,302,325,8
16:30:00,100.25,372,403,64,40,25,69,315,378,13
16:35:00,94.75,374,371,66,44,26,55,326,342,20
16:40:00,101.75,363,358,54,36,27,57,296,323,14
16:45:00,99.5,349,358,55,36,24,50,318,355,11
16:50:00,101.75,346,352,45,23,29,61,263,298,12
16:55:00,97.0,300,296,61,40,27,52,259,305,5
17:00:00,96.5,308,314,47,27,11,43,290,317,9
17:05:00,97.75,315,338,54,30,21,44,251,249,6
17:10:00,107.5,316,291,44,28,25,42,260,305,8
17:15:00,102.0,289,311,61,39,10,49,276,295,5
17:20:00,102.5,282,271,67,44,25,59,235,288,7
17:25:00,99.75,263,259,45,38,23,43,213,267,5
17:30:00,103.25,241,265,52,32,18,41,216,253,5
17:35:00,103.75,237,214,46,36,19,46,194,213,2
17:40:00,102.75,264,260,40,28,13,46,191,226,10
17:45:00,105.25,226,254,42,26,15,49,217,226,3
17:50:00,102.5,229,211,40,27,19,32,180,201,3
17:55:00,98.0,203,197,30,23,20,30,189,233,1
18:00:00,97.0,230,239,39,22,9,21,188,200,0
18:05:00,96.0,189,191,34,29,17,46,172,204,2
18:10:00,98.25,198,195,29,20,9,28,144,168,3
18:15:00,97.0,182,188,37,22,14,35,170,186,0
18:20:00,96.33,164,174,40,32,6,23,143,183,0
18:25:00,103.25,187,182,24,17,14,28,154,172,2
18:30:00,97.25,192,181,40,27,7,31,147,164,2
18:35:00,102.25,183,201,36,21,9,25,168,212,3
18:40:00,96.0,149,146,45,31,15,28,118,167,0
18:45:00,96.33,165,152,40,25,11,28,132,142,0
18:50:00,96.0,160,178,27,17,16,29,144,167,0
18:55:00,99.0,193,180,38,25,12,16,160,191,2
19:00:00,99.25,178,196,23,16,9,27,176,193,3
19:05:00,95.67,195,177,37,24,12,26,147,155,0
19:10:00,96.0,165,182,30,22,12,23,149,193,0
19:15:00,95.33,202,185,24,14,7,17,167,170,0
19:20:00,95.33,149,158,16,13,10,32,149,165,0
19:25:00,95.67,169,156,27,16,13,26,135,148,0
19:30:00,96.33,189,197,31,22,7,22,155,172,0
19:35:00,94.67,172,170,19,8,13,30,149,162,0
19:40:00,95.0,224,202,26,17,13,28,180,179,0
19:45:00,94.33,205,212,38,16,12,28,180,208,0
19:50:00,94.0,214,214,16,12,14,30,183,181,0
19:55:00,94.0,219,205,38,30,13,31,187,238,0
20:00:00,94.0,228,246,41,24,16,38,199,202,0
20:05:00,94.67,228,217,35,23,19,26,185,194,0
20:10:00,91.0,261,245,24,21,20,46,209,224,0
20:15:00,93.0,228,232,42,19,14,37,205,231,0
20:20:00,94.0,217,229,46,38,14,35,188,227,0
20:25:00,94.0,282,259,47,32,17,37,213,228,1
20:30:00,95.33,224,227,30,23,15,33,216,250,0
20:35:00,92.67,244,249,42,26,19,41,210,229,0
20:40:00,93.33,261,280,45,30,25,47,230,242,0
20:45:00,92.0,265,249,30,19,20,39,216,235,0
20:50:00,91.67,262,247,41,30,14,43,202,236,0
20:55:00,89.67,297,299,34,25,13,41,239,256,0
21:00:00,91.33,289,306,36,22,31,63,258,294,0
21:05:00,89.33,307,318,30,19,19,46,265,263,0
21:10:00,89.0,309,278,36,22,19,47,218,242,0
21:15:00,89.33,294,304,45,21,29,55,260,313,0
21:20:00,90.33,295,303,49,31,26,58,249,274,0
21:25:00,88.67,319,311,42,21,28,71,228,232,0
21:30:00,90.0,298,296,42,21,27,63,267,299,0
21:35:00,90.0,321,301,33,21,24,53,248,276,0
21:40:00,88.33,314,289,30,19,23,57,225,258,0
21:45:00,89.33,321,348,34,25,39,70,280,282,0
21:50:00,89.0,338,306,40,22,29,68,230,264,0
21:55:00,89.33,304,308,28,16,22,54,261,266,0
22:00:00,90.67,286,311,27,26,35,64,268,287,0
22:05:00,87.33,326,333,32,14,22,58,261,259,0
22:10:00,62.25,318,258,27,24,25,48,197,224,1
22:15:00,90.33,266,315,22,10,39,75,275,291,0
22:20:00,88.33,310,287,28,19,18,49,217,231,0
22:25:00,88.0,301,272,16,14,26,58,261,246,0
22:30:00,90.0,326,320,20,14,25,60,258,285,0
22:35:00,92.75,293,300,25,14,37,68,229,251,1
22:40:00,92.67,266,274,23,14,32,47,225,225,0
22:45:00,92.33,272,279,22,14,24,55,224,229,0
22:50:00,89.67,280,266,22,12,30,58,213,238,0
22:55:00,93.33,264,267,21,12,22,48,214,216,0
23:00:00,89.67,320,314,19,12,29,70,233,218,0
23:05:00,90.67,244,236,16,8,25,46,205,230,0
23:10:00,93.67,253,276,20,12,27,47,224,230,0
23:15:00,73.75,257,240,15,12,13,40,212,189,1
23:20:00,94.0,254,249,27,18,20,36,203,238,0
23:25:00,94.0,232,213,19,14,21,49,189,184,0
23:30:00,90.67,274,280,14,10,16,41,208,221,0
23:35:00,94.0,250,259,19,14,18,41,229,231,0
23:40:00,95.67,187,192,14,11,20,38,165,161,0
23:45:00,72.5,217,202,13,8,13,28,185,191,1
23:50:00,94.67,211,214,16,7,19,38,162,173,0
23:55:00,95.0,206,196,15,12,13,28,177,186,0
