flow,speed
64,80.97
66,83.89
78,82.48
88,80.12
94,79.39
84,80.78
86,80.01
80,81.99
84,80.13
95,77.71
67,80.89
58,82.96
66,82.01
90,81.02
89,77.83
72,81.27
67,80.92
64,82.52
78,82.10
78,79.07
67,79.92
84,78.26
73,80.80
87,80.04
83,80.03
71,80.83
70,82.44
66,83.02
73,82.20
82,80.52
84,82.78
77,82.16
65,82.45
90,81.69
87,83.29
91,81.88
72,83.08
89,83.02
92,84.70
78,96.84
79,102.56
74,102.50
82,100.51
76,95.82
79,95.80
79,92.28
79,91.40
82,91.75
58,88.85
49,82.41
57,80.63
49,82.14
48,81.88
49,82.63
43,80.98
52,80.62
47,81.94
51,80.14
63,81.84
51,80.05
40,81.86
41,80.06
50,80.62
60,82.37
60,79.44
46,82.58
61,80.49
53,78.61
74,80.46
80,81.00
78,81.99
62,81.08
64,79.46
82,76.95
83,77.42
75,78.34
65,78.94
75,80.83
87,79.63
88,78.39
64,82.42
73,79.93
71,78.75
86,79.70
78,80.59
60,81.55
86,79.72
72,78.37
87,80.42
80,80.53
54,83.20
90,82.05
92,85.81
93,86.73
79,87.11
69,89.61
79,87.91
84,87.89
81,87.19
90,91.62
83,94.74
50,116.23
0,101.64
45,128.94
37,142.97
43,141.09
41,141.85
1,106.26
37,134.08
40,140.70
40,139.82
42,140.82
2,105.15
44,131.17
30,140.23
49,136.29
44,137.88
0,97.18
41,129.26
44,138.39
55,136.23
43,138.63
2,123.94
49,130.06
41,139.04
48,137.54
42,138.80
1,138.09
34,133.28
49,138.74
34,140.07
39,137.91
0,97.44
44,135.28
53,141.26
36,143.80
38,142.00
0,99.96
38,130.84
48,138.07
43,138.06
34,139.77
2,70.35
36,134.46
40,139.97
42,140.30
28,141.45
3,53.33
55,129.43
40,136.50
41,138.47
52,134.94
2,71.97
39,136.09
44,142.37
50,140.09
43,142.56
0,89.86
49,126.82
45,134.93
40,134.71
42,135.45
3,127.80
42,137.17
35,144.05
44,142.42
20,143.80
0,33.94
38,130.19
36,139.12
49,134.58
48,137.72
3,93.94
39,134.51
42,139.66
43,141.34
40,141.28
2,114.63
44,132.64
47,138.95
45,140.30
39,141.36
0,102.75
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
