flow,speed
33,86.63
35,84.13
43,79.97
38,80.77
37,85.21
40,85.62
35,81.65
39,84.50
38,83.82
30,90.18
41,89.30
44,84.20
43,81.96
36,85.95
44,87.12
32,90.00
56,88.32
50,87.13
50,87.20
56,84.94
40,92.08
52,90.12
56,83.45
54,83.11
56,87.59
54,76.84
27,84.01
43,79.71
39,81.53
46,84.27
41,85.92
46,84.74
50,83.66
23,82.70
43,82.57
35,83.78
67,77.42
59,62.88
28,72.87
46,90.98
42,83.83
43,84.20
40,83.58
38,83.76
44,88.98
46,84.81
51,78.41
40,84.64
33,86.70
47,81.33
53,83.54
42,79.54
37,83.17
54,82.76
41,80.76
40,85.91
45,83.38
42,84.65
36,84.10
38,89.82
54,83.23
51,81.37
47,82.92
44,86.29
37,82.15
39,82.54
47,82.82
27,85.98
36,84.78
42,86.71
35,88.38
35,81.57
30,86.02
39,87.96
44,84.58
20,86.96
53,83.47
52,76.88
43,79.92
51,86.36
50,81.80
50,79.40
32,81.95
51,79.43
46,76.93
54,81.21
48,79.12
51,80.58
50,83.81
38,82.85
8,87.56
0,10.16
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
