flow,speed
33,88.19
47,92.42
46,89.99
52,87.90
65,87.70
43,86.26
54,90.74
68,86.11
73,85.87
58,87.43
48,85.15
40,90.46
59,86.61
65,87.03
70,85.66
44,84.31
43,88.57
57,89.68
67,85.51
75,85.77
79,83.32
73,85.97
65,94.57
72,91.43
78,87.34
82,90.23
54,92.37
67,94.92
68,90.76
71,86.23
68,86.10
34,91.19
69,85.89
74,83.19
72,84.66
65,85.07
51,84.06
58,87.23
61,89.78
77,87.07
55,79.35
43,87.09
57,90.54
75,87.33
73,84.44
51,85.90
45,85.50
62,84.61
65,86.88
62,86.78
47,88.58
51,88.29
60,89.70
41,89.98
64,86.92
40,89.34
42,92.07
50,91.69
34,90.92
64,91.56
47,91.61
40,89.28
37,90.65
47,85.14
65,87.47
42,87.58
38,88.31
55,89.06
56,83.43
28,86.90
28,91.37
56,87.99
59,86.05
35,89.92
54,89.21
55,91.81
44,87.68
37,93.51
47,89.97
53,89.04
56,90.05
48,85.46
40,88.32
46,89.74
29,94.74
64,86.79
42,88.56
39,88.30
66,79.47
45,89.04
47,84.73
34,86.02
54,87.74
47,86.62
48,87.07
36,89.25
42,89.04
56,83.92
