flow,speed
56,85.68
62,85.65
71,86.47
59,89.72
75,91.18
62,89.12
70,88.41
49,90.22
68,91.90
80,88.07
66,87.47
70,84.92
66,85.17
58,86.66
68,85.77
65,83.01
64,85.90
58,85.02
61,87.14
80,83.37
65,82.92
68,83.35
64,82.22
67,83.11
74,83.70
67,83.63
77,83.05
51,85.27
53,87.89
74,85.90
78,84.12
52,83.46
61,89.49
80,84.74
81,81.32
62,84.02
56,86.94
53,88.22
63,84.14
66,86.06
75,82.22
56,85.49
58,86.77
76,83.57
83,82.96
59,83.82
71,86.38
75,83.09
64,84.23
73,83.62
60,86.26
50,87.36
64,88.39
67,83.91
73,83.76
74,82.54
53,87.29
57,88.71
68,86.18
72,83.98
88,80.41
76,83.19
78,82.26
77,88.78
71,89.94
68,91.54
81,86.54
68,84.90
61,84.94
71,86.12
79,82.99
73,83.77
71,82.56
59,87.10
61,88.61
59,87.39
79,84.72
59,83.75
64,89.79
70,89.53
64,87.86
61,86.48
62,86.60
56,85.35
65,85.80
60,83.34
59,85.97
63,85.57
85,82.15
63,81.45
61,84.73
70,87.80
70,86.94
68,85.94
56,84.21
66,84.07
51,87.89
76,84.83
45,82.76
82,80.83
72,83.27
59,86.17
68,87.00
73,82.88
65,82.59
50,86.50
47,90.58
63,86.02
85,81.45
78,81.41
73,84.76
68,86.11
80,82.58
66,82.34
81,84.25
72,84.74
73,87.59
76,88.75
70,89.07
82,87.16
78,84.02
77,85.78
77,84.50
68,87.95
82,82.81
76,84.74
70,83.59
79,81.51
65,82.75
73,80.94
61,82.25
64,86.46
57,85.39
66,87.56
70,85.43
60,83.56
46,85.72
61,83.93
67,82.70
69,84.13
61,86.27
55,85.37
65,88.70
75,84.50
70,85.89
58,87.59
56,87.30
60,87.30
69,85.18
77,81.71
56,86.43
58,88.47
61,87.54
60,86.64
77,83.35
57,84.50
46,86.01
66,85.91
55,83.23
73,82.46
63,84.16
67,84.44
62,83.04
72,85.01
71,84.74
79,82.90
63,86.65
60,88.78
63,87.55
63,87.42
71,84.25
67,85.77
57,87.12
62,89.15
76,85.51
72,85.61
60,84.75
53,86.56
57,86.71
74,83.94
67,82.13
69,84.06
52,86.80
47,87.57
72,87.05
73,83.57
64,82.50
63,85.01
57,89.21
79,84.93
60,83.98
52,87.65
46,88.76
37,90.24
48,88.86
46,88.22
37,88.56
50,90.44
53,89.28
53,84.45
35,88.44
47,88.17
56,85.73
37,86.67
42,87.16
55,88.53
42,89.73
42,89.66
46,86.37
37,88.67
59,83.92
59,87.04
53,86.75
51,86.12
58,86.24
59,86.77
73,85.64
65,83.23
58,84.38
58,84.12
56,87.20
77,87.20
69,85.99
53,84.88
61,83.49
55,87.05
51,89.29
55,90.56
70,84.86
62,85.91
59,85.05
66,87.55
68,85.78
67,86.75
67,89.94
64,91.19
67,90.38
75,87.99
71,89.53
71,89.37
77,88.30
73,87.95
68,84.84
57,85.99
72,85.64
57,81.73
55,84.93
50,89.70
61,88.70
60,84.83
60,85.60
59,87.93
65,86.50
67,84.76
73,83.74
64,83.52
56,86.60
66,85.02
64,83.72
47,86.23
73,82.87
51,85.15
50,88.79
63,87.38
67,83.81
63,85.03
55,83.44
55,83.30
55,87.04
67,83.69
58,85.29
74,83.13
54,87.61
67,87.75
59,86.55
63,84.54
59,87.61
56,84.45
73,82.62
68,84.41
69,83.04
68,84.73
63,85.23
53,85.27
68,83.38
62,85.17
50,89.03
64,88.88
76,83.29
55,83.20
58,87.68
61,88.19
52,89.34
55,86.05
70,84.08
60,86.81
62,88.06
58,85.61
71,82.69
60,83.38
75,82.31
80,82.61
66,82.57
78,83.87
90,80.21
55,82.67
67,85.85
67,83.97
19,86.39
22,88.78
19,89.19
19,88.93
18,90.99
19,88.99
16,90.40
22,89.81
17,91.86
18,91.47
18,86.85
18,89.18
15,88.70
20,91.11
12,94.94
15,91.62
19,89.94
17,91.74
20,88.29
17,92.14
21,88.93
18,88.50
20,91.46
12,93.68
18,93.88
9,92.09
