flow,speed
78,85.76
73,85.02
69,87.46
74,83.85
75,82.84
80,83.67
85,80.98
78,82.34
57,82.04
48,86.22
68,85.38
73,83.06
66,82.89
64,85.38
50,84.80
52,87.20
71,86.06
70,85.87
62,86.46
58,85.34
63,88.55
63,87.24
79,86.32
66,85.92
54,87.18
64,85.99
72,84.71
56,86.12
71,85.61
43,87.20
62,87.83
64,86.03
78,82.48
62,84.61
58,85.82
71,87.95
56,85.63
70,85.64
72,80.55
72,84.12
56,87.64
70,84.15
73,85.02
66,85.82
49,87.31
70,83.96
61,86.47
66,87.90
62,86.45
78,85.95
62,87.16
66,85.87
57,88.05
71,89.71
84,85.66
72,91.66
69,97.63
62,102.13
67,107.00
60,107.51
62,104.69
70,94.37
70,94.50
69,94.82
70,90.92
75,84.16
69,80.89
47,83.52
46,89.05
47,89.44
43,87.49
52,88.82
53,86.07
50,86.57
47,86.33
48,89.54
45,87.74
48,86.41
50,88.69
39,86.53
56,87.45
40,88.34
42,84.83
49,85.14
49,86.84
60,87.79
63,85.72
53,84.73
53,86.14
62,87.53
57,85.08
74,82.07
55,84.17
51,86.02
73,84.75
77,85.82
64,85.58
70,82.58
64,83.98
62,84.77
46,86.36
60,87.80
59,85.73
63,85.25
60,85.77
73,86.26
67,84.97
68,82.36
74,86.93
62,91.59
73,90.99
74,90.27
65,90.20
70,90.42
65,91.47
72,91.51
69,94.04
56,104.62
46,113.38
38,117.80
35,118.03
37,121.58
14,113.15
36,113.12
37,122.45
36,124.68
38,131.87
16,129.58
34,104.84
33,125.33
41,124.19
39,122.65
33,112.68
35,106.10
32,122.80
42,125.84
31,135.90
19,123.25
38,115.15
39,116.93
45,118.22
39,136.04
19,142.76
35,105.98
35,122.05
35,123.55
43,117.69
15,112.72
34,120.39
39,127.04
39,121.93
46,122.95
21,119.30
33,111.28
33,121.95
53,124.38
33,136.65
20,116.22
34,110.51
42,127.00
47,120.94
39,121.55
16,106.22
42,109.55
34,118.90
30,118.45
54,122.94
20,111.04
35,105.45
34,116.03
46,125.08
37,129.24
23,113.63
40,106.15
37,120.51
41,119.83
43,120.02
22,118.63
40,115.05
38,121.32
42,122.14
39,136.30
19,100.69
36,104.72
37,121.98
44,117.16
46,120.83
17,106.21
30,110.89
34,121.52
30,123.48
33,128.81
12,130.12
38,106.95
41,123.38
50,124.32
36,139.04
14,118.53
11,90.25
10,94.20
17,87.94
14,91.37
20,89.48
21,90.35
16,90.59
21,89.89
17,89.12
18,89.54
15,92.05
21,91.82
19,89.36
19,90.14
19,90.47
17,91.63
21,89.23
20,89.95
20,88.29
11,91.60
19,89.36
20,89.38
22,89.86
18,91.11
16,91.64
14,93.29
18,86.89
19,89.36
22,88.22
18,91.58
20,93.20
19,92.15
12,91.21
17,89.74
10,91.01
20,90.82
15,90.45
22,89.53
18,88.62
20,93.91
19,93.35
2,91.79
