flow,speed
16,92.74
31,89.67
37,88.86
34,87.14
24,89.70
26,87.91
30,90.63
41,87.26
36,84.27
24,87.21
30,86.14
30,85.31
46,89.92
48,86.53
23,86.84
27,85.71
15,90.24
25,90.91
22,93.29
43,86.38
26,87.90
28,86.36
24,91.20
40,87.03
33,90.45
46,87.51
39,83.93
35,89.35
61,87.29
53,64.47
48,64.08
46,74.40
50,75.68
37,69.80
37,86.10
37,90.13
25,86.91
24,86.27
25,90.99
24,92.66
26,87.56
37,89.16
32,87.85
53,88.08
46,82.98
40,85.22
35,87.01
26,91.23
37,87.87
41,88.52
26,88.04
36,87.89
21,87.15
34,91.41
36,90.22
44,84.31
47,86.49
27,86.12
23,84.22
31,90.04
38,89.82
32,87.93
42,84.30
31,88.48
41,88.69
31,88.77
31,88.06
29,91.14
19,88.39
50,84.44
44,86.56
39,87.09
38,87.06
27,87.26
22,88.03
51,86.29
26,85.17
21,92.46
30,91.15
42,88.01
36,81.85
26,91.38
33,91.07
30,91.61
33,88.78
43,86.16
33,87.92
41,91.37
39,86.27
45,86.37
34,86.73
45,87.90
48,79.95
29,88.41
51,87.18
55,81.63
26,87.10
37,87.83
50,88.20
0,65.79
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
