flow,speed
34,87.29
37,87.93
30,87.56
48,85.42
32,87.32
40,85.14
40,87.95
42,85.16
38,88.02
42,84.51
40,87.53
39,84.55
36,91.55
42,88.68
41,85.73
44,82.71
45,84.75
51,78.81
38,84.99
44,87.12
50,80.53
33,84.61
34,87.40
33,90.73
47,87.28
39,85.20
29,87.55
37,89.87
48,76.09
34,85.82
48,88.22
39,81.50
41,85.08
42,81.67
36,84.21
30,81.62
41,85.82
38,82.97
44,86.99
40,86.75
39,87.32
47,86.19
56,82.11
27,82.51
45,87.04
40,82.78
46,86.28
53,86.29
54,78.77
39,74.54
48,86.90
46,88.74
26,87.41
52,88.42
29,81.91
49,83.71
49,84.37
41,83.13
42,82.30
38,85.35
36,81.06
36,86.26
24,79.62
39,88.93
31,87.30
38,86.78
38,88.40
35,90.19
41,85.83
27,88.19
27,88.52
24,90.69
27,90.19
37,90.37
22,90.41
20,89.25
25,91.18
25,91.49
25,91.41
30,90.79
22,90.32
31,88.22
29,89.51
19,91.40
28,93.45
29,90.81
29,88.91
20,91.35
26,89.63
35,84.34
34,88.50
42,83.88
40,84.71
44,83.64
32,84.45
36,86.19
32,87.55
45,88.37
44,83.45
41,85.34
32,84.39
53,82.99
48,83.99
37,88.03
32,85.81
40,85.80
44,80.37
38,84.00
40,86.56
44,83.22
37,85.62
32,87.75
39,83.29
43,82.64
48,85.27
63,82.96
67,72.53
62,71.53
52,80.04
46,87.40
58,82.53
47,83.46
42,87.92
33,92.66
39,81.79
41,85.62
47,84.45
43,80.57
30,85.00
47,86.11
44,83.79
39,86.60
52,82.88
40,82.70
40,82.04
36,86.06
52,82.49
27,80.02
41,87.65
43,85.39
48,78.57
37,83.16
34,85.02
35,87.17
40,85.36
42,85.62
34,85.29
47,87.63
38,84.65
56,77.45
40,83.47
51,75.49
44,83.66
36,85.76
47,80.31
49,88.06
46,85.09
46,84.28
55,80.57
34,84.52
52,85.27
46,82.33
54,81.30
29,82.68
40,86.02
39,88.01
38,79.72
20,86.96
51,85.36
43,80.04
42,83.85
17,88.61
40,91.48
42,83.45
40,84.46
43,85.25
29,87.45
45,80.18
35,85.92
36,89.56
26,83.74
47,86.69
53,77.96
34,80.07
40,85.84
46,82.67
39,84.06
53,78.90
42,83.50
50,82.50
43,85.12
39,86.65
4,83.50
0,4.24
